Serial Number,Defect Status,Date,Time,Month,Week,Week #,Operator,Operation,Station,Table,Location,Latitude,Gore,Type,Film Type,SubProcess,Condition,Criteria,Disposition,MRB Disposition,Comment
TK-867,Closed,2014-07-22,16:02:00,July 2014,30,4,103383,SEALING - OP 40,SEALING TABLE 2,2,B22_34A,34,22,PB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-867,Closed,2014-07-22,16:04:00,July 2014,30,4,103383,SEALING - OP 40,SEALING TABLE 2,2,22_31A,31,22,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-867,Closed,2014-07-22,17:03:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,24_16B,-16,24,PS,PE01,GORE SEALS,JAGGED EDGE,NO VERTROD ZONE; EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,RESEAL,,
TK-866,Closed,2014-07-22,19:18:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,B48_36B,-36,48,PB,PE01,GORE SEALS,TUCK,FINAL SEAL; SMALL (<1/4 IN); WITH JAGGED EDGE SEAL AND IS ACCESSIBLE FOR PATCHING,VERTROD & SSA PATCH,,
TK-867,Closed,2014-07-22,19:41:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 2,2,25_36A,36,25,PS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-867,Closed,2014-07-22,19:44:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 2,2,31_36A,36,31,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-867,Closed,2014-07-22,19:47:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 2,2,24_35A,35,24,PS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-867,Closed,2014-07-22,19:48:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 2,2,24_36A,36,24,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-867,Closed,2014-07-22,20:06:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 2,2,36_36A,36,36,PS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-867,Closed,2014-07-22,20:19:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,48_13B,-13,48,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-867,Closed,2014-07-22,20:26:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,48_36A,36,48,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-866,Closed,2014-07-22,21:16:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,05_19B,-19,5,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-866,Closed,2014-07-22,21:29:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,05_ALL,0,5,PS,PE01,GORE SEALS,FAILED RESEAL,DEFECT PERSISTS AFTER RESEAL OR SUBSEQUENT SEAL DEFECT REQUIRES A NEW SEAL,CUT OFF,,
TK-864,Closed,2014-07-23,00:05:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 3,3,03_24A,24,3,PS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-864,Closed,2014-07-23,00:14:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 3,3,04_34A,34,4,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-869,Closed,2014-07-23,00:47:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,B03_16B,-16,3,PB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-23,01:17:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,B04_19A,19,4,PB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-864,Closed,2014-07-23,01:48:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 3,3,15_13B,-13,15,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-23,02:13:00,July 2014,30,4,103194,SEALING - OP 40,SEALING TABLE 2,2,B04_ALL,0,4,PB,PE01,GORE SEALS,FAILED RESEAL,RESEAL ATTEMPT FAILED,CUT OFF,,Cut back to 3
TK-869,Closed,2014-07-23,02:55:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 2,2,B03_ALL,0,3,PB,PE01,GORE SEALS,SEAL ON SEAL,RESEAL RUNS OVER ORIGINAL SEAL,CUT OFF,,
TK-868,Closed,2014-07-23,06:49:00,July 2014,30,4,102533,SEALING - OP 40,SEALING TABLE 1,1,B44_04B,-4,44,PB,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE,SSA PATCH,,
TK-867,Closed,2014-07-23,06:58:00,July 2014,30,4,103383,SEALING - OP 40,SEALING TABLE 2,2,B06_10B,-10,6,PB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-23,07:25:00,July 2014,30,4,103376,SEALING - OP 40,SEALING TABLE 2,2,B06_10B,-10,6,PB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-866,Closed,2014-07-23,08:27:00,July 2014,30,4,103627,SEALING - OP 40,SEALING TABLE 4,4,04_ALL,0,4,PS,PE01,GORE SEALS,FAILED RESEAL,RESEAL ATTEMPT FAILED,CUT OFF,,
TK-869,Closed,2014-07-23,08:38:00,July 2014,30,4,103376,SEALING - OP 40,SEALING TABLE 2,2,B20_17A,17,20,PB,PE01,GORE SEALS,INCOMPLETE SEAL,SEALING PROCESS WAS INTERRUPTED; NOTE THE ISSUE IN COMMENTS SECTION,RESEAL,,lower gore slipped out
TK-869,Closed,2014-07-23,08:42:00,July 2014,30,4,103376,SEALING - OP 40,SEALING TABLE 2,2,B20_18A,18,20,PB,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE,SSA PATCH,,
TK-866,Closed,2014-07-23,08:54:00,July 2014,30,4,103627,SEALING - OP 40,SEALING TABLE 4,4,B04_30A,30,4,PB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-867,Closed,2014-07-23,09:13:00,July 2014,30,4,102494,FINISHING - OP 45,SEALING TABLE 2,2,48_34A,34,48,PS,PE01,GORE SEALS,TUCK,FINAL SEAL; SMALL (<1/4 IN); NO JAGGED EDGE SEAL AND IS ACCESSIBLE FOR PATCHING,SSA PATCH,,
TK-869,Closed,2014-07-23,09:14:00,July 2014,30,4,103376,SEALING - OP 40,SEALING TABLE 2,2,B24_24A,24,24,PB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-869,Closed,2014-07-23,09:14:00,July 2014,30,4,103376,SEALING - OP 40,SEALING TABLE 2,2,B24_25A,25,24,PB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-866,Closed,2014-07-23,09:58:00,July 2014,30,4,103627,SEALING - OP 40,SEALING TABLE 4,4,03_04B,-4,3,PS,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE,SSA PATCH,,
TK-866,Closed,2014-07-23,10:42:00,July 2014,30,4,103627,SEALING - OP 40,SEALING TABLE 4,4,03_36A,36,3,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
TK-869,Closed,2014-07-23,11:07:00,July 2014,30,4,103383,SEALING - OP 40,SEALING TABLE 2,2,B42_20B,-20,42,PB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-866,Closed,2014-07-23,11:25:00,July 2014,30,4,102351,SEALING - OP 40,SEALING TABLE 4,4,07_36A,36,7,PS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-869,Closed,2014-07-23,11:34:00,July 2014,30,4,103376,SEALING - OP 40,SEALING TABLE 2,2,B44_ALL,0,44,PB,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,RESEAL,,
TK-869,Closed,2014-07-23,11:35:00,July 2014,30,4,103376,SEALING - OP 40,SEALING TABLE 2,2,B44_36B,-36,44,PB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-868,Closed,2014-07-23,12:43:00,July 2014,30,4,102533,SEALING - OP 40,SEALING TABLE 1,1,06_34A,34,6,PS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-869,Closed,2014-07-23,17:06:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,01_ALL,0,1,PS,PE01,GORE SEALS,REPEATING DEFECT,SEAL DEFECT REPEATS THROUGHOUT THE COURSE OF THE SEAL,RESEAL,,
TK-866,Closed,2014-07-23,17:16:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,14_ALL,0,14,PS,PE01,GORE SEALS,FAILED RESEAL,DEFECT PERSISTS AFTER RESEAL OR SUBSEQUENT SEAL DEFECT REQUIRES A NEW SEAL,CUT OFF,,
TK-866,Closed,2014-07-23,17:17:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,14_ALL,0,14,PS,PE01,GORE SEALS,REPEATING DEFECT,SEAL DEFECT REPEATS THROUGHOUT THE COURSE OF THE SEAL,RESEAL,,band marks
TK-869,Closed,2014-07-23,17:28:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,03_02B,-2,3,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-23,17:46:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,04_29A,29,4,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-869,Closed,2014-07-23,18:15:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,08_32A,32,8,PS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-869,Closed,2014-07-23,18:23:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,09_13B,-13,9,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-23,18:45:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,26_09B,-9,26,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-866,Closed,2014-07-23,18:47:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,14_34A,34,14,PS,PE01,TENDON SLEEVE,DAMAGE,LARGE TEAR OR ABRASION GREATER THAN 4 IN,RESEAL,,
TK-866,Closed,2014-07-23,19:34:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,20_03A,3,20,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-23,19:56:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,19_02B,-2,19,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-23,20:05:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,19_ALL,0,19,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-23,21:19:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,22_17B,-17,22,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-866,Closed,2014-07-23,21:27:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,34_34B,-34,34,PS,PE01,GORE SEALS,INCOMPLETE SEAL,SEALING PROCESS WAS INTERRUPTED; NOTE THE ISSUE IN COMMENTS SECTION,RESEAL,,skipped gore on base end seal incomplete
TK-869,Closed,2014-07-23,21:37:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,23_29A,29,23,PS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-866,Closed,2014-07-23,22:27:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,42_31A,31,42,PS,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-864,Closed,2014-07-23,23:19:00,July 2014,30,4,103269,SEALING - OP 40,SEALING TABLE 3,3,48_ALL,0,48,PS,PE01,GORE SEALS,FAILED REPAIR,REPAIR ATTEMPT FAILED,RESEAL,,
TK-866,Closed,2014-07-24,00:06:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,48_02B,-2,48,PS,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-24,00:34:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,02_36A,36,2,PS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-869,Closed,2014-07-24,00:36:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,06_36A,36,6,PS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-869,Closed,2014-07-24,00:39:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,16_36A,36,16,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-869,Closed,2014-07-24,00:41:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,21_36A,36,21,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-869,Closed,2014-07-24,00:42:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,22_36A,36,22,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-869,Closed,2014-07-24,00:42:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,23_36A,36,23,PS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-869,Closed,2014-07-24,00:43:00,July 2014,30,4,103216,SEALING - OP 40,SEALING TABLE 2,2,24_36A,36,24,PS,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-869,Closed,2014-07-24,01:14:00,July 2014,30,4,103485,SEALING - OP 40,SEALING TABLE 2,2,48_33A,33,48,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-003,Closed,2014-07-24,07:14:00,July 2014,30,4,103223,SEALING - OP 40,SEALING TABLE 5,5,B28_24A,24,28,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
WK-003,Closed,2014-07-24,07:33:00,July 2014,30,4,103223,SEALING - OP 40,SEALING TABLE 5,5,B28_32A,32,28,QB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
WK-003,Closed,2014-07-24,07:34:00,July 2014,30,4,103223,SEALING - OP 40,SEALING TABLE 5,5,B28_33A,33,28,QB,PE01,GORE SEALS,JAGGED EDGE,EDGE IRREGULARITIES ON GAS SIDE OF SEAL; SAWTOOTHED OR BUBBLED,VERTROD,,
TK-869,Closed,2014-07-24,09:54:00,July 2014,30,4,101095,FINISHING - OP 45,VERTROD,2,06_35A,35,6,PS,PE01,GORE SEALS,VERTROD STEP,END OF VERTROD BITES INTO GORE SHAPE AND CREATING EDGE DISCONTINUITY,MRB,,"Step in repair vertrod detected, applied a tape patch"
TK-869,Closed,2014-07-24,10:03:00,July 2014,30,4,101095,FINISHING - OP 45,FINISHING TABLE,2,36_0AA,0,36,PS,PE01,GORE SEALS,SEAL DEFECT,SEAL DEFECT DISCOVERED AT THE FINISHING TABLE,MRB,,"The seal did not have a backing layer the first 6"" of the seal. Applied a vertrod with backing layer."
TK-872,Closed,2014-07-24,10:07:00,July 2014,30,4,101095,SEALING - OP 40,SEALING TABLE 2,2,B12_ALL,0,12,PB,PE01,GORE FILM,HOLE,SHELL & BALLONET; IDENTIFIED ANYWHERE DURING SEALING,CUT OFF,,MRB; The power rail for the sealer sparked and power was lost during the sealing process. We scrapped all 12 sealed ballonet gores and the next 8 cut gores.
WK-003,Closed,2014-07-24,11:09:00,July 2014,30,4,103223,SEALING - OP 40,SEALING TABLE 5,5,B40_04B,-4,40,QB,PE01,GORE FILM,SCRATCH/ABRASION,RESIDING ON THE BALLONET,SSA PATCH,,
TK-871,Closed,2014-07-24,11:35:00,July 2014,30,4,102351,SEALING - OP 40,SEALING TABLE 4,4,B01_34A,34,1,PB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,between gore and backup tape
TK-864,Closed,2014-07-24,14:00:00,July 2014,30,4,101095,FINISHING - OP 45,FINISHING TABLE,3,48_36A,36,48,PS,PE01,GORE SEALS,SEAL DEFECT,SEAL DEFECT DISCOVERED AT THE FINISHING TABLE,MRB,,"A long flag was not available when sealing but applied later with a vertrod. Positioning was too high and noticed at seal on apex; extended to markline. Trimmed back the flag 6"" from markline and use as is."
TK-872,Closed,2014-07-24,14:20:00,July 2014,30,4,103383,SEALING - OP 40,SEALING TABLE 2,2,B19_36B,-36,19,PB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-872,Closed,2014-07-24,14:58:00,July 2014,30,4,103376,SEALING - OP 40,SEALING TABLE 2,2,B20_24A,24,20,PB,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-871,Closed,2014-07-24,15:15:00,July 2014,30,4,102351,SEALING - OP 40,SEALING TABLE 4,4,B13_03B,-3,13,PB,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE,SSA PATCH,,
WK-003,Closed,2014-07-24,15:17:00,July 2014,30,4,103223,SEALING - OP 40,SEALING TABLE 5,5,B58_39A,39,58,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
WK-003,Closed,2014-07-24,15:41:00,July 2014,30,4,103223,SEALING - OP 40,SEALING TABLE 5,5,B59_29B,-29,59,QB,PE01,GORE SEALS,CONTAMINATION,NO VERTROD ZONE; CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE),RESEAL,,
TK-869,Closed,2014-07-24,16:05:00,July 2014,30,4,102493,FINISHING - OP 45,SEALING TABLE 2,2,16_35A,35,16,PS,PE01,GORE SEALS,TUCK,FINAL SEAL; SMALL (<1/4 IN); NO JAGGED EDGE SEAL AND IS ACCESSIBLE FOR PATCHING,SSA PATCH,,
TK-869,Closed,2014-07-24,16:06:00,July 2014,30,4,102494,FINISHING - OP 45,SEALING TABLE 2,2,22_35A,35,22,PS,PE01,GORE SEALS,TUCK,FINAL SEAL; SMALL (<1/4 IN); NO JAGGED EDGE SEAL AND IS ACCESSIBLE FOR PATCHING,SSA PATCH,,
TK-869,Closed,2014-07-24,16:26:00,July 2014,30,4,101095,FINISHING - OP 45,SEALING TABLE 2,2,14_ALL,0,14,PS,PE01,TENDON,NOT PRESENT,TENDON DID NOT FEED DURING SEALING OPERATION AND SLEEVE IS GOOD,TENDON RETHREAD,,The tendon spool got hung up during seal and fell off making a pool of tendons. Performed a tendon rethread. Scrapped remaining tendons and will finish sealing with lot 1138327.
TK-870,Closed,2014-07-24,16:41:00,July 2014,30,4,103675,SEALING - OP 40,SEALING TABLE 1,1,21_04B,-4,21,PS,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,RESEAL,,
TK-870,Closed,2014-07-24,16:41:00,July 2014,30,4,103675,SEALING - OP 40,SEALING TABLE 1,1,21_04B,-4,21,PS,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,RESEAL,,
TK-870,Closed,2014-07-24,16:42:00,July 2014,30,4,103675,SEALING - OP 40,SEALING TABLE 1,1,21_28B,-28,21,PS,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,RESEAL,,
TK-870,Closed,2014-07-24,16:42:00,July 2014,30,4,103675,SEALING - OP 40,SEALING TABLE 1,1,21_28B,-28,21,PS,PE01,GORE SEALS,TUCK,NO VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,RESEAL,,
TK-870,Closed,2014-07-24,16:45:00,July 2014,30,4,103675,SEALING - OP 40,SEALING TABLE 1,1,21_36A,36,21,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) WITH JAGGED EDGE SEAL,VERTROD & SSA PATCH,,
TK-871,Closed,2014-07-24,17:21:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 4,4,B23_ALL,0,23,PB,PE01,GORE SEALS,DEEP SCISSOR CUT,OPERATOR CUT PAST THE SEAL WHEN TRIMMING FILM,CUT OFF,,
TK-870,Closed,2014-07-24,17:38:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 1,1,21_ALL,0,21,PS,PE01,GORE SEALS,FAILED RESEAL,DEFECT PERSISTS AFTER RESEAL OR SUBSEQUENT SEAL DEFECT REQUIRES A NEW SEAL,CUT OFF,,
TK-870,Closed,2014-07-24,18:17:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 1,1,20_ALLB,0,20,PS,PE01,GORE SEALS,TUCK,LARGE (>1/4 IN),INCISION & RESEAL,,
WK-003,Closed,2014-07-24,18:55:00,July 2014,30,4,103301,SEALING - OP 40,SEALING TABLE 5,5,B64_41B,-41,64,QB,PE01,GORE SEALS,CONTAMINATION,CONTAMINATION THAT VIOLATES THE MINIMUM SEAL REQUIREMENT (1/16 IN FROM GAS EDGE); IF REMOVABLE CLEAN AREA FIRST,VERTROD,,
TK-870,Closed,2014-07-24,19:12:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 1,1,19_35A,35,19,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
TK-870,Closed,2014-07-24,19:12:00,July 2014,30,4,103226,SEALING - OP 40,SEALING TABLE 1,1,19_35A,35,19,PS,PE01,GORE SEALS,TUCK,VERTROD ZONE; SMALL (<1/4 IN) NO JAGGED EDGE SEAL,SSA PATCH,,
